
@RELATION joint

@ATTRIBUTE attr_0           STRING
@ATTRIBUTE attr_1           STRING
@ATTRIBUTE attr_2           STRING
@ATTRIBUTE attr_3           STRING
@ATTRIBUTE attr_4           STRING
@ATTRIBUTE attr_5           STRING
@ATTRIBUTE attr_6           STRING
@ATTRIBUTE attr_7           STRING
@ATTRIBUTE firstword        {0,1}
@ATTRIBUTE lastword         {0,1}
@ATTRIBUTE word             string
@ATTRIBUTE wordsafter       NUMERIC
@ATTRIBUTE wordsafterperc   NUMERIC
@ATTRIBUTE wordsbefore      NUMERIC
@ATTRIBUTE wordsbeforeperc  NUMERIC

@ATTRIBUTE class        {0,1,2,3,4}

@DATA
N,C,M,S,0,0,0,0,0,0,promedio,8,0.8,1,0.1,1
S,P,S,0,0,0,0,0,0,0,a,7,0.7,2,0.2,0
V,M,N,0,0,0,0,0,0,0,imprimir,6,0.6,3,0.3,3
V,S,I,P,3,S,0,0,0,0,es,5,0.5,4,0.4,1
S,P,S,0,0,0,0,0,0,0,de,4,0.4,5,0.5,1
Z,d,0,0,0,0,0,0,0,0,treinta,3,0.3,6,0.6,1
Z,d,0,0,0,0,0,0,0,0,millones,2,0.2,7,0.7,2
S,P,S,0,0,0,0,0,0,0,por,1,0.1,8,0.8,1
N,C,M,S,0,0,0,0,0,1,mes,0,0.0,9,0.9,4
D,A,0,M,S,0,0,0,1,0,El,7,0.875,0,0.0,1
N,C,M,S,0,0,0,0,0,0,proyecto,6,0.75,1,0.125,3
V,S,I,S,3,S,0,0,0,0,fue,5,0.625,2,0.25,1
V,M,P,0,0,S,M,0,0,0,abandonado,4,0.5,3,0.375,1
S,P,S,0,0,0,0,0,0,0,por,3,0.375,4,0.5,4
D,I,0,F,P,0,0,0,0,0,tantas,2,0.25,5,0.625,1
N,C,F,P,0,0,0,0,0,0,trabas,1,0.125,6,0.75,1
A,Q,0,F,P,0,0,0,0,1,burocráticas,0,0.0,7,0.875,4
D,A,0,M,S,0,0,0,1,0,El,11,0.916666666667,0,0.0,1
N,C,M,S,0,0,0,0,0,0,reloj,10,0.833333333333,1,0.0833333333333,1
S,P,S,0,0,0,0,0,0,0,de,9,0.75,2,0.166666666667,1
D,A,0,F,S,0,0,0,0,0,la,8,0.666666666667,3,0.25,1
N,C,F,S,0,0,0,0,0,0,canción,7,0.583333333333,4,0.333333333333,3
P,0,0,0,0,0,0,0,0,0,se,6,0.5,5,0.416666666667,1
V,M,I,P,3,S,0,0,0,0,yergue,5,0.416666666667,6,0.5,1
S,P,S,0,0,0,0,0,0,0,en,4,0.333333333333,7,0.583333333333,0
D,A,0,M,S,0,0,0,0,0,el,3,0.25,8,0.666666666667,1
N,C,M,S,0,0,0,0,0,0,centro,2,0.166666666667,9,0.75,1
S,P,S,0,0,0,0,0,0,0,del,1,0.0833333333333,10,0.833333333333,1
N,C,M,S,0,0,0,0,0,1,mercado,0,0.0,11,0.916666666667,4
D,A,0,M,S,0,0,0,1,0,El,6,0.857142857143,0,0.0,1
N,C,M,S,0,0,0,0,0,0,tractor,5,0.714285714286,1,0.142857142857,4
P,0,0,0,0,0,0,0,0,0,se,4,0.571428571429,2,0.285714285714,0
V,M,I,S,3,S,0,0,0,0,incrustó,3,0.428571428571,3,0.428571428571,1
S,P,S,0,0,0,0,0,0,0,en,2,0.285714285714,4,0.571428571429,0
D,A,0,M,S,0,0,0,0,0,el,1,0.142857142857,5,0.714285714286,1
N,C,M,S,0,0,0,0,0,1,puente,0,0.0,6,0.857142857143,4
D,A,0,M,S,0,0,0,1,0,El,9,0.9,0,0.0,1
N,C,M,S,0,0,0,0,0,0,traspaso,8,0.8,1,0.1,1
S,P,S,0,0,0,0,0,0,0,de,7,0.7,2,0.2,1
N,C,F,P,0,0,0,0,0,0,marchas,6,0.6,3,0.3,3
V,S,I,P,3,S,0,0,0,0,es,5,0.5,4,0.4,1
R,G,0,0,0,0,0,0,0,0,mucho,4,0.4,5,0.5,1
R,G,0,0,0,0,0,0,0,0,más,3,0.3,6,0.6,1
A,Q,0,C,S,0,0,0,0,0,suave,2,0.2,7,0.7,1
C,C,0,0,0,0,0,0,0,0,y,1,0.1,8,0.8,0
A,Q,0,M,S,0,0,0,0,1,efectivo,0,0.0,9,0.9,4
D,A,0,M,S,0,0,0,1,0,El,7,0.875,0,0.0,1
W,0,0,0,0,0,0,0,0,0,viernes,6,0.75,1,0.125,3
V,M,I,S,3,S,0,0,0,0,golpeó,5,0.625,2,0.25,0
S,P,S,0,0,0,0,0,0,0,a,4,0.5,3,0.375,1
D,A,0,F,S,0,0,0,0,0,la,3,0.375,4,0.5,1
N,C,F,S,0,0,0,0,0,0,puerta,2,0.25,5,0.625,3
D,I,0,F,P,0,0,0,0,0,muchas,1,0.125,6,0.75,1
N,C,F,P,0,0,0,0,0,1,veces,0,0.0,7,0.875,4
D,A,0,M,S,0,0,0,1,0,El,4,0.8,0,0.0,1
N,C,M,N,0,0,0,0,0,0,virus,3,0.6,1,0.2,4
R,G,0,0,0,0,0,0,0,0,temporalmente,2,0.4,2,0.4,3
P,0,0,0,0,0,0,0,0,0,se,1,0.2,3,0.6,1
V,M,I,P,3,S,0,0,0,1,detiene,0,0.0,4,0.8,4
N,P,0,0,0,0,0,0,1,0,Empresarios,7,0.875,0,0.0,1
S,P,S,0,0,0,0,0,0,0,del,6,0.75,1,0.125,1
N,C,M,S,0,0,0,0,0,0,sector,5,0.625,2,0.25,3
V,M,I,S,3,P,0,0,0,0,reconocieron,4,0.5,3,0.375,3
C,S,0,0,0,0,0,0,0,0,que,3,0.375,4,0.5,1
P,0,0,0,0,0,0,0,0,0,se,2,0.25,5,0.625,0
V,M,I,P,3,S,0,0,0,0,agrega,1,0.125,6,0.75,1
A,Q,0,C,S,0,0,0,0,1,solvente,0,0.0,7,0.875,4
S,P,S,0,0,0,0,0,1,0,En,9,0.9,0,0.0,0
W,0,0,0,0,0,0,0,0,0,agosto,8,0.8,1,0.1,3
D,A,0,F,S,0,0,0,0,0,la,7,0.7,2,0.2,0
N,C,F,S,0,0,0,0,0,0,agencia,6,0.6,3,0.3,3
V,M,I,S,3,S,0,0,0,0,estimó,5,0.5,4,0.4,0
D,A,0,M,S,0,0,0,0,0,el,4,0.4,5,0.5,1
N,C,M,S,0,0,0,0,0,0,costo,3,0.3,6,0.6,2
S,P,S,0,0,0,0,0,0,0,en,2,0.2,7,0.7,1
Z,m,0,0,0,0,0,0,0,0,doscientos,1,0.1,8,0.8,1
Z,m,0,0,0,0,0,0,0,1,pesos,0,0.0,9,0.9,4
S,P,S,0,0,0,0,0,1,0,En,8,0.888888888889,0,0.0,1
N,C,M,S,0,0,0,0,0,0,día,7,0.777777777778,1,0.111111111111,1
V,M,P,0,0,S,M,0,0,0,feriado,6,0.666666666667,2,0.222222222222,4
V,M,I,P,3,P,0,0,0,0,cierran,5,0.555555555556,3,0.333333333333,3
D,A,0,F,P,0,0,0,0,0,las,4,0.444444444444,4,0.444444444444,0
N,C,F,P,0,0,0,0,0,0,escuelas,3,0.333333333333,5,0.555555555556,1
C,C,0,0,0,0,0,0,0,0,y,2,0.222222222222,6,0.666666666667,1
D,A,0,M,P,0,0,0,0,0,los,1,0.111111111111,7,0.777777777778,1
N,C,M,P,0,0,0,0,0,1,negocios,0,0.0,8,0.888888888889,4
S,P,S,0,0,0,0,0,1,0,En,5,0.833333333333,0,0.0,0
D,D,0,F,S,0,0,0,0,0,esa,4,0.666666666667,1,0.166666666667,1
N,C,F,S,0,0,0,0,0,0,región,3,0.5,2,0.333333333333,4
V,M,I,S,3,S,0,0,0,0,hubo,2,0.333333333333,3,0.5,0
N,C,M,P,0,0,0,0,0,0,asentamientos,1,0.166666666667,4,0.666666666667,1
A,Q,0,M,P,0,0,0,0,1,prehispánicos,0,0.0,5,0.833333333333,4
S,P,S,0,0,0,0,0,1,0,En,6,0.857142857143,0,0.0,0
D,D,0,M,S,0,0,0,0,0,este,5,0.714285714286,1,0.142857142857,1
N,C,M,S,0,0,0,0,0,0,segmento,4,0.571428571429,2,0.285714285714,3
D,A,0,F,P,0,0,0,0,0,las,3,0.428571428571,3,0.428571428571,0
N,C,F,P,0,0,0,0,0,0,cifras,2,0.285714285714,4,0.571428571429,4
V,S,I,P,3,P,0,0,0,0,son,1,0.142857142857,5,0.714285714286,1
A,Q,0,F,P,0,0,0,0,1,categóricas,0,0.0,6,0.857142857143,4
S,P,S,0,0,0,0,0,1,0,En,8,0.888888888889,0,0.0,1
D,A,0,F,S,0,0,0,0,0,la,7,0.777777777778,1,0.111111111111,1
N,C,F,S,0,0,0,0,0,0,mañana,6,0.666666666667,2,0.222222222222,4
D,I,0,M,S,0,0,0,0,0,todo,5,0.555555555556,3,0.333333333333,0
D,A,0,M,S,0,0,0,0,0,el,4,0.444444444444,4,0.444444444444,1
N,C,M,S,0,0,0,0,0,0,mundo,3,0.333333333333,5,0.555555555556,3
V,M,I,P,3,S,0,0,0,0,anda,2,0.222222222222,6,0.666666666667,0
S,P,S,0,0,0,0,0,0,0,a,1,0.111111111111,7,0.777777777778,1
N,C,M,S,0,0,0,0,0,1,pie,0,0.0,8,0.888888888889,4
S,P,S,0,0,0,0,0,1,0,En,9,0.9,0,0.0,1
D,A,0,F,S,0,0,0,0,0,la,8,0.8,1,0.1,1
N,C,C,S,0,0,0,0,0,0,terminal,7,0.7,2,0.2,2
S,P,S,0,0,0,0,0,0,0,de,6,0.6,3,0.3,0
N,C,M,N,0,0,0,0,0,0,ómnibus,5,0.5,4,0.4,4
P,0,0,0,0,0,0,0,0,0,se,4,0.4,5,0.5,1
V,M,I,P,3,P,0,0,0,0,venden,3,0.3,6,0.6,1
N,C,M,P,0,0,0,0,0,0,diarios,2,0.2,7,0.7,2
C,C,0,0,0,0,0,0,0,0,y,1,0.1,8,0.8,1
N,C,F,P,0,0,0,0,0,1,revistas,0,0.0,9,0.9,4
S,P,S,0,0,0,0,0,1,0,En,5,0.833333333333,0,0.0,1
D,P,3,C,S,0,0,0,0,0,su,4,0.666666666667,1,0.166666666667,0
N,C,M,S,0,0,0,0,0,0,hábitat,3,0.5,2,0.333333333333,3
V,M,N,0,0,0,0,0,0,0,gruñir,2,0.333333333333,3,0.5,4
V,S,I,P,3,S,0,0,0,0,es,1,0.166666666667,4,0.666666666667,1
A,Q,0,C,S,0,0,0,0,1,común,0,0.0,5,0.833333333333,4
S,P,S,0,0,0,0,0,1,0,Entre,6,0.857142857143,0,0.0,1
D,A,0,M,P,0,0,0,0,0,los,5,0.714285714286,1,0.142857142857,0
N,C,M,P,0,0,0,0,0,0,ejemplos,4,0.571428571429,2,0.285714285714,3
V,M,I,P,1,P,0,0,0,0,citamos,3,0.428571428571,3,0.428571428571,1
D,A,0,M,S,0,0,0,0,0,el,2,0.285714285714,4,0.571428571429,1
N,C,M,S,0,0,0,0,0,0,caso,1,0.142857142857,5,0.714285714286,0
A,Q,0,M,S,0,0,0,0,1,español,0,0.0,6,0.857142857143,4
V,S,I,P,3,S,0,0,1,0,Es,7,0.875,0,0.0,1
A,Q,0,C,S,0,0,0,0,0,joven,6,0.75,1,0.125,4
C,C,0,0,0,0,0,0,0,0,y,5,0.625,2,0.25,1
S,P,S,0,0,0,0,0,0,0,sin,4,0.5,3,0.375,0
N,C,M,S,0,0,0,0,0,0,embargo,3,0.375,4,0.5,4
R,N,0,0,0,0,0,0,0,0,no,2,0.25,5,0.625,0
V,S,I,P,3,S,0,0,0,0,es,1,0.125,6,0.75,1
A,Q,0,C,S,0,0,0,0,1,felíz,0,0.0,7,0.875,4
V,S,I,P,3,S,0,0,1,0,Es,9,0.9,0,0.0,0
D,I,0,F,S,0,0,0,0,0,una,8,0.8,1,0.1,1
N,C,C,S,0,0,0,0,0,0,guía,7,0.7,2,0.2,2
S,P,S,0,0,0,0,0,0,0,para,6,0.6,3,0.3,1
V,M,N,0,0,0,0,0,0,0,saber,5,0.5,4,0.4,4
P,T,0,C,N,0,0,0,0,0,qué,4,0.4,5,0.5,0
V,M,N,0,0,0,0,0,0,0,hacer,3,0.3,6,0.6,4
C,C,0,0,0,0,0,0,0,0,y,2,0.2,7,0.7,1
N,C,M,S,0,0,0,0,0,0,porqué,1,0.1,8,0.8,0
V,M,N,0,0,0,0,0,0,1,hacerlo,0,0.0,9,0.9,4
D,D,0,F,P,0,0,0,1,0,Esas,5,0.833333333333,0,0.0,1
N,C,F,P,0,0,0,0,0,0,variaciones,4,0.666666666667,1,0.166666666667,3
R,N,0,0,0,0,0,0,0,0,no,3,0.5,2,0.333333333333,1
P,0,0,0,0,0,0,0,0,0,se,2,0.333333333333,3,0.5,1
V,M,I,P,3,P,0,0,0,0,detectan,1,0.166666666667,4,0.666666666667,2
R,G,0,0,0,0,0,0,0,1,fácilmente,0,0.0,5,0.833333333333,4
D,D,0,M,P,0,0,0,1,0,Esos,5,0.833333333333,0,0.0,1
N,C,M,P,0,0,0,0,0,0,países,4,0.666666666667,1,0.166666666667,3
V,M,I,P,3,P,0,0,0,0,deben,3,0.5,2,0.333333333333,1
V,M,N,0,0,0,0,0,0,0,reembolsar,2,0.333333333333,3,0.5,1
D,A,0,F,S,0,0,0,0,0,la,1,0.166666666667,4,0.666666666667,1
N,C,F,S,0,0,0,0,0,1,deuda,0,0.0,5,0.833333333333,4
D,D,0,M,P,0,0,0,1,0,Estos,5,0.833333333333,0,0.0,1
N,C,M,P,0,0,0,0,0,0,camiones,4,0.666666666667,1,0.166666666667,3
V,M,I,S,3,P,0,0,0,0,intentaron,3,0.5,2,0.333333333333,1
V,M,N,0,0,0,0,0,0,0,pasar,2,0.333333333333,3,0.5,2
S,P,S,0,0,0,0,0,0,0,por,1,0.166666666667,4,0.666666666667,1
N,P,0,0,0,0,0,0,0,1,Clorinda,0,0.0,5,0.833333333333,4
V,S,I,S,3,S,0,0,1,0,Fue,5,0.833333333333,0,0.0,1
V,M,P,0,0,S,M,0,0,0,despedido,4,0.666666666667,1,0.166666666667,3
S,P,S,0,0,0,0,0,0,0,por,3,0.5,2,0.333333333333,0
D,I,0,M,S,0,0,0,0,0,un,2,0.333333333333,3,0.5,1
N,C,M,S,0,0,0,0,0,0,recorte,1,0.166666666667,4,0.666666666667,1
A,Q,0,M,S,0,0,0,0,1,presupuestario,0,0.0,5,0.833333333333,4
V,M,I,S,1,P,0,0,1,0,Fuimos,8,0.888888888889,0,0.0,3
C,S,0,0,0,0,0,0,0,0,como,7,0.777777777778,1,0.111111111111,1
N,C,M,S,0,0,0,0,0,0,dueño,6,0.666666666667,2,0.222222222222,1
C,C,0,0,0,0,0,0,0,0,y,5,0.555555555556,3,0.333333333333,1
N,C,C,S,0,0,0,0,0,0,cliente,4,0.444444444444,4,0.444444444444,3
S,P,S,0,0,0,0,0,0,0,al,3,0.333333333333,5,0.555555555556,1
N,C,M,S,0,0,0,0,0,0,club,2,0.222222222222,6,0.666666666667,3
S,P,S,0,0,0,0,0,0,0,para,1,0.111111111111,7,0.777777777778,1
V,M,N,0,0,0,0,0,0,1,cobrar,0,0.0,8,0.888888888889,4
V,M,N,0,0,0,0,0,1,0,Fumar,5,0.833333333333,0,0.0,4
V,S,I,P,3,S,0,0,0,0,es,4,0.666666666667,1,0.166666666667,1
A,Q,0,M,S,0,0,0,0,0,dañino,3,0.5,2,0.333333333333,3
S,P,S,0,0,0,0,0,0,0,para,2,0.333333333333,3,0.5,1
D,A,0,F,S,0,0,0,0,0,la,1,0.166666666667,4,0.666666666667,1
N,C,F,S,0,0,0,0,0,1,salud,0,0.0,5,0.833333333333,4
V,M,N,0,0,0,0,0,1,0,Graduarse,6,0.857142857143,0,0.0,2
S,P,S,0,0,0,0,0,0,0,de,5,0.714285714286,1,0.142857142857,0
N,C,M,S,0,0,0,0,0,0,abogado,4,0.571428571429,2,0.285714285714,4
S,P,S,0,0,0,0,0,0,0,para,3,0.428571428571,3,0.428571428571,1
V,M,N,0,0,0,0,0,0,0,defender,2,0.285714285714,4,0.571428571429,1
D,A,0,F,S,0,0,0,0,0,la,1,0.142857142857,5,0.714285714286,1
N,C,F,S,0,0,0,0,0,1,ley,0,0.0,6,0.857142857143,4
V,M,M,0,3,P,0,0,1,0,Hablen,2,0.666666666667,0,0.0,3
S,P,S,0,0,0,0,0,0,0,del,1,0.333333333333,1,0.333333333333,1
N,C,M,S,0,0,0,0,0,1,complot,0,0.0,2,0.666666666667,4
V,M,I,P,3,S,0,0,1,0,Hay,6,0.857142857143,0,0.0,1
C,S,0,0,0,0,0,0,0,0,que,5,0.714285714286,1,0.142857142857,0
V,M,N,0,0,0,0,0,0,0,abrir,4,0.571428571429,2,0.285714285714,3
D,A,0,F,S,0,0,0,0,0,la,3,0.428571428571,3,0.428571428571,1
N,C,F,S,0,0,0,0,0,0,biblia,2,0.285714285714,4,0.571428571429,3
S,P,S,0,0,0,0,0,0,0,para,1,0.142857142857,5,0.714285714286,0
V,M,N,0,0,0,0,0,0,1,apreciarla,0,0.0,6,0.857142857143,4
N,C,M,P,0,0,0,0,1,0,Horarios,3,0.75,0,0.0,1
A,Q,0,C,P,0,0,0,0,0,flexibles,2,0.5,1,0.25,3
S,P,S,0,0,0,0,0,0,0,para,1,0.25,2,0.5,0
N,C,C,P,0,0,0,0,0,1,estudiantes,0,0.0,3,0.75,4
V,M,M,0,2,S,0,0,1,0,Huelga,5,0.833333333333,0,0.0,2
S,P,S,0,0,0,0,0,0,0,para,4,0.666666666667,1,0.166666666667,1
V,M,N,0,0,0,0,0,0,0,cambiar,3,0.5,2,0.333333333333,4
C,C,0,0,0,0,0,0,0,0,y,2,0.333333333333,3,0.5,1
R,G,0,0,0,0,0,0,0,0,luego,1,0.166666666667,4,0.666666666667,0
V,M,N,0,0,0,0,0,0,1,aguantar,0,0.0,5,0.833333333333,4
N,P,0,0,0,0,0,0,1,0,Informes,6,0.857142857143,0,0.0,1
C,C,0,0,0,0,0,0,0,0,e,5,0.714285714286,1,0.142857142857,0
N,C,F,S,0,0,0,0,0,0,inscripción,4,0.571428571429,2,0.285714285714,4
S,P,S,0,0,0,0,0,0,0,en,3,0.428571428571,3,0.428571428571,1
D,A,0,F,S,0,0,0,0,0,la,2,0.285714285714,4,0.571428571429,1
A,Q,0,F,S,0,0,0,0,0,misma,1,0.142857142857,5,0.714285714286,0
N,C,F,S,0,0,0,0,0,1,oficina,0,0.0,6,0.857142857143,4
V,M,I,S,3,S,0,0,1,0,Interrumpió,2,0.666666666667,0,0.0,1
D,A,0,F,S,0,0,0,0,0,la,1,0.333333333333,1,0.333333333333,1
N,C,F,S,0,0,0,0,0,1,cena,0,0.0,2,0.666666666667,4
N,P,0,0,0,0,0,0,1,0,Judas,6,0.857142857143,0,0.0,4
V,M,I,S,3,S,0,0,0,0,vendió,5,0.714285714286,1,0.142857142857,1
S,P,S,0,0,0,0,0,0,0,a,4,0.571428571429,2,0.285714285714,1
N,P,0,0,0,0,0,0,0,0,Jesucristo,3,0.428571428571,3,0.428571428571,3
S,P,S,0,0,0,0,0,0,0,por,2,0.285714285714,4,0.571428571429,1
Z,0,0,0,0,0,0,0,0,0,treinta,1,0.142857142857,5,0.714285714286,1
N,C,F,P,0,0,0,0,0,1,monedas,0,0.0,6,0.857142857143,4
D,A,0,F,S,0,0,0,1,0,La,9,0.9,0,0.0,1
N,C,F,S,0,0,0,0,0,0,caída,8,0.8,1,0.1,2
S,P,S,0,0,0,0,0,0,0,de,7,0.7,2,0.2,0
N,C,F,S,0,0,0,0,0,0,agua,6,0.6,3,0.3,3
V,S,I,F,3,S,0,0,0,0,será,5,0.5,4,0.4,1
A,Q,0,F,S,0,0,0,0,0,cercana,4,0.4,5,0.5,3
S,P,S,0,0,0,0,0,0,0,a,3,0.3,6,0.6,1
D,P,3,C,S,0,0,0,0,0,su,2,0.2,7,0.7,1
N,C,F,S,0,0,0,0,0,0,marca,1,0.1,8,0.8,1
A,Q,0,C,S,0,0,0,0,1,normal,0,0.0,9,0.9,4
D,A,0,F,S,0,0,0,1,0,La,4,0.8,0,0.0,1
N,C,F,S,0,0,0,0,0,0,catástrofe,3,0.6,1,0.2,3
V,M,I,S,3,S,0,0,0,0,devastó,2,0.4,2,0.4,1
D,A,0,F,S,0,0,0,0,0,la,1,0.2,3,0.6,1
N,C,F,S,0,0,0,0,0,1,ciudad,0,0.0,4,0.8,4
D,A,0,F,S,0,0,0,1,0,La,5,0.833333333333,0,0.0,1
N,C,F,S,0,0,0,0,0,0,ciudad,4,0.666666666667,1,0.166666666667,1
A,Q,0,F,S,0,0,0,0,0,vieja,3,0.5,2,0.333333333333,3
V,M,I,P,3,S,0,0,0,0,luce,2,0.333333333333,3,0.5,1
D,I,0,F,S,0,0,0,0,0,una,1,0.166666666667,4,0.666666666667,1
N,C,F,N,0,0,0,0,0,1,metamorfosis,0,0.0,5,0.833333333333,4
D,A,0,F,S,0,0,0,1,0,La,7,0.875,0,0.0,0
N,C,F,S,0,0,0,0,0,0,empresa,6,0.75,1,0.125,2
S,P,S,0,0,0,0,0,0,0,de,5,0.625,2,0.25,1
N,P,0,0,0,0,0,0,0,0,Milán,4,0.5,3,0.375,4
V,S,I,P,3,S,0,0,0,0,es,3,0.375,4,0.5,0
A,Q,0,C,S,0,0,0,0,0,accionista,2,0.25,5,0.625,2
S,P,S,0,0,0,0,0,0,0,del,1,0.125,6,0.75,1
N,C,M,S,0,0,0,0,0,1,consorcio,0,0.0,7,0.875,4
D,A,0,F,S,0,0,0,1,0,La,7,0.875,0,0.0,0
N,C,F,S,0,0,0,0,0,0,escasez,6,0.75,1,0.125,2
S,P,S,0,0,0,0,0,0,0,de,5,0.625,2,0.25,1
N,C,F,S,0,0,0,0,0,0,lluvia,4,0.5,3,0.375,3
V,M,I,P,3,S,0,0,0,0,provoca,3,0.375,4,0.5,1
N,C,M,S,0,0,0,0,0,0,bajante,2,0.25,5,0.625,2
S,P,S,0,0,0,0,0,0,0,del,1,0.125,6,0.75,1
N,C,M,S,0,0,0,0,0,1,río,0,0.0,7,0.875,4
D,A,0,F,S,0,0,0,1,0,La,8,0.888888888889,0,0.0,1
N,C,F,S,0,0,0,0,0,0,falsificación,7,0.777777777778,1,0.111111111111,1
S,P,S,0,0,0,0,0,0,0,de,6,0.666666666667,2,0.222222222222,1
D,A,0,F,S,0,0,0,0,0,la,5,0.555555555556,3,0.333333333333,1
N,C,F,S,0,0,0,0,0,0,firma,4,0.444444444444,4,0.444444444444,4
V,S,I,S,3,S,0,0,0,0,fue,3,0.333333333333,5,0.555555555556,0
V,M,P,0,0,S,F,0,0,0,atribuida,2,0.222222222222,6,0.666666666667,0
S,P,S,0,0,0,0,0,0,0,al,1,0.111111111111,7,0.777777777778,0
N,C,M,S,0,0,0,0,0,1,empleado,0,0.0,8,0.888888888889,4
D,A,0,F,S,0,0,0,1,0,La,6,0.857142857143,0,0.0,1
N,C,F,S,0,0,0,0,0,0,farmacopea,5,0.714285714286,1,0.142857142857,1
A,Q,0,F,S,0,0,0,0,0,nueva,4,0.571428571429,2,0.285714285714,3
V,M,I,P,3,S,0,0,0,0,apunta,3,0.428571428571,3,0.428571428571,1
S,P,S,0,0,0,0,0,0,0,a,2,0.285714285714,4,0.571428571429,1
D,A,0,F,S,0,0,0,0,0,la,1,0.142857142857,5,0.714285714286,1
N,C,F,S,0,0,0,0,0,1,prevención,0,0.0,6,0.857142857143,4
D,A,0,F,S,0,0,0,1,0,La,8,0.888888888889,0,0.0,1
N,C,F,S,0,0,0,0,0,0,feria,7,0.777777777778,1,0.111111111111,3
P,0,0,0,0,0,0,0,0,0,se,6,0.666666666667,2,0.222222222222,0
V,M,I,P,3,S,0,0,0,0,extiende,5,0.555555555556,3,0.333333333333,3
S,P,S,0,0,0,0,0,0,0,en,4,0.444444444444,4,0.444444444444,1
D,A,0,F,S,0,0,0,0,0,la,3,0.333333333333,5,0.555555555556,1
N,C,F,S,0,0,0,0,0,0,calle,2,0.222222222222,6,0.666666666667,1
N,P,0,0,0,0,0,0,0,0,Bartolomé,1,0.111111111111,7,0.777777777778,1
N,P,0,0,0,0,0,0,0,1,Mitre,0,0.0,8,0.888888888889,4
D,A,0,F,S,0,0,0,1,0,La,5,0.833333333333,0,0.0,1
N,C,F,S,0,0,0,0,0,0,firma,4,0.666666666667,1,0.166666666667,3
R,N,0,0,0,0,0,0,0,0,no,3,0.5,2,0.333333333333,1
V,M,I,P,3,S,0,0,0,0,corresponde,2,0.333333333333,3,0.5,1
S,P,S,0,0,0,0,0,0,0,al,1,0.166666666667,4,0.666666666667,1
N,C,M,S,0,0,0,0,0,1,demandado,0,0.0,5,0.833333333333,4
D,A,0,F,S,0,0,0,1,0,La,6,0.857142857143,0,0.0,1
A,Q,0,C,S,0,0,0,0,0,gran,5,0.714285714286,1,0.142857142857,1
N,C,F,S,0,0,0,0,0,0,ciudad,4,0.571428571429,2,0.285714285714,3
S,P,S,0,0,0,0,0,0,0,del,3,0.428571428571,3,0.428571428571,0
N,C,M,S,0,0,0,0,0,0,imperio,2,0.285714285714,4,0.571428571429,4
V,A,I,P,3,S,0,0,0,0,está,1,0.142857142857,5,0.714285714286,1
V,M,P,0,0,S,F,0,0,1,reconstruida,0,0.0,6,0.857142857143,4
D,A,0,F,S,0,0,0,1,0,La,7,0.875,0,0.0,0
N,C,F,S,0,0,0,0,0,0,hiperinflación,6,0.75,1,0.125,3
V,S,I,S,3,S,0,0,0,0,fue,5,0.625,2,0.25,0
D,A,0,M,S,0,0,0,0,0,el,4,0.5,3,0.375,1
N,C,M,S,0,0,0,0,0,0,tema,3,0.375,4,0.5,1
S,P,S,0,0,0,0,0,0,0,de,2,0.25,5,0.625,1
D,A,0,F,S,0,0,0,0,0,la,1,0.125,6,0.75,1
N,C,F,S,0,0,0,0,0,1,década,0,0.0,7,0.875,4
D,A,0,F,S,0,0,0,1,0,La,8,0.888888888889,0,0.0,0
N,C,F,S,0,0,0,0,0,0,información,7,0.777777777778,1,0.111111111111,3
V,M,I,P,3,S,0,0,0,0,puede,6,0.666666666667,2,0.222222222222,1
V,M,N,0,0,0,0,0,0,0,leerse,5,0.555555555556,3,0.333333333333,2
S,P,S,0,0,0,0,0,0,0,en,4,0.444444444444,4,0.444444444444,0
D,A,0,M,S,0,0,0,0,0,el,3,0.333333333333,5,0.555555555556,0
N,C,M,S,0,0,0,0,0,0,libro,2,0.222222222222,6,0.666666666667,1
S,P,S,0,0,0,0,0,0,0,del,1,0.111111111111,7,0.777777777778,1
N,C,M,S,0,0,0,0,0,1,profesor,0,0.0,8,0.888888888889,4
D,A,0,F,S,0,0,0,1,0,La,6,0.857142857143,0,0.0,0
N,C,F,S,0,0,0,0,0,0,izquierda,5,0.714285714286,1,0.142857142857,0
A,Q,0,F,S,0,0,0,0,0,uruguaya,4,0.571428571429,2,0.285714285714,3
V,M,I,P,3,S,0,0,0,0,gana,3,0.428571428571,3,0.428571428571,2
S,P,S,0,0,0,0,0,0,0,en,2,0.285714285714,4,0.571428571429,1
D,A,0,F,P,0,0,0,0,0,las,1,0.142857142857,5,0.714285714286,0
N,C,F,P,0,0,0,0,0,1,encuestas,0,0.0,6,0.857142857143,4
D,A,0,F,S,0,0,0,1,0,La,6,0.857142857143,0,0.0,1
N,C,F,S,0,0,0,0,0,0,justicia,5,0.714285714286,1,0.142857142857,1
A,Q,0,C,S,0,0,0,0,0,federal,4,0.571428571429,2,0.285714285714,3
V,M,I,S,3,S,0,0,0,0,detuvo,3,0.428571428571,3,0.428571428571,1
S,P,S,0,0,0,0,0,0,0,a,2,0.285714285714,4,0.571428571429,1
Z,0,0,0,0,0,0,0,0,0,cinco,1,0.142857142857,5,0.714285714286,1
N,C,M,P,0,0,0,0,0,1,camiones,0,0.0,6,0.857142857143,4
