
@RELATION joint

@ATTRIBUTE attr_0           STRING
@ATTRIBUTE attr_1           STRING
@ATTRIBUTE attr_2           STRING
@ATTRIBUTE attr_3           STRING
@ATTRIBUTE attr_4           STRING
@ATTRIBUTE attr_5           STRING
@ATTRIBUTE attr_6           STRING
@ATTRIBUTE attr_7           STRING
@ATTRIBUTE endswith         STRING
@ATTRIBUTE firstword        STRING
@ATTRIBUTE lastword         STRING
@ATTRIBUTE length           NUMERIC
@ATTRIBUTE nextisverb       STRING
@ATTRIBUTE nextlength       NUMERIC
@ATTRIBUTE nextstartswith   STRING
@ATTRIBUTE nextword         STRING
@ATTRIBUTE word             STRING
@ATTRIBUTE wordsafter       NUMERIC
@ATTRIBUTE wordsafterperc   NUMERIC
@ATTRIBUTE wordsbefore      NUMERIC
@ATTRIBUTE wordsbeforeperc  NUMERIC

@ATTRIBUTE class        {0,1,2,3,4}

@DATA
R,G,0,0,0,0,0,0,C,False,False,7,True,7,C,padeció,también,3,0.5,2,0.333333333333,1
V,M,I,S,3,S,0,0,C,False,False,7,False,2,C,la,padeció,2,0.333333333333,3,0.5,1
D,A,0,F,S,0,0,0,V,False,False,2,False,6,C,sequía,la,1,0.166666666667,4,0.666666666667,1
N,C,F,S,0,0,0,0,V,False,True,6,False,0,N,1r03r03032,sequía,0,0.0,5,0.833333333333,4
D,A,0,M,S,0,0,0,C,True,False,2,False,5,C,globo,El,5,0.833333333333,0,0.0,1
N,C,M,S,0,0,0,0,V,False,False,5,True,5,C,subió,globo,4,0.666666666667,1,0.166666666667,3
V,M,I,S,3,S,0,0,C,False,False,5,False,3,C,por,subió,3,0.5,2,0.333333333333,2
S,P,S,0,0,0,0,0,C,False,False,3,False,2,C,la,por,2,0.333333333333,3,0.5,1
D,A,0,F,S,0,0,0,V,False,False,2,False,8,C,chimenea,la,1,0.166666666667,4,0.666666666667,1
N,C,F,S,0,0,0,0,V,False,True,8,False,0,N,1r03r03032,chimenea,0,0.0,5,0.833333333333,4
D,A,0,M,S,0,0,0,C,True,False,2,False,6,C,gremio,El,8,0.888888888889,0,0.0,1
N,C,M,S,0,0,0,0,V,False,False,6,False,2,C,de,gremio,7,0.777777777778,1,0.111111111111,2
S,P,S,0,0,0,0,0,V,False,False,2,False,8,C,docentes,de,6,0.666666666667,2,0.222222222222,1
N,C,C,P,0,0,0,0,C,False,False,8,True,7,C,convocó,docentes,5,0.555555555556,3,0.333333333333,3
V,M,I,S,3,S,0,0,C,False,False,7,False,1,V,a,convocó,4,0.444444444444,4,0.444444444444,1
S,P,S,0,0,0,0,0,V,False,False,1,False,2,V,un,a,3,0.333333333333,5,0.555555555556,0
D,I,0,M,S,0,0,0,C,False,False,2,False,4,C,paro,un,2,0.222222222222,6,0.666666666667,1
N,C,M,S,0,0,0,0,V,False,False,4,False,8,C,nacional,paro,1,0.111111111111,7,0.777777777778,1
A,Q,0,C,S,0,0,0,C,False,True,8,False,0,N,1r03r03032,nacional,0,0.0,8,0.888888888889,4
D,A,0,M,S,0,0,0,C,True,False,2,False,6,C,laurel,El,5,0.833333333333,0,0.0,0
N,C,M,S,0,0,0,0,C,False,False,6,True,2,V,es,laurel,4,0.666666666667,1,0.166666666667,4
V,S,I,P,3,S,0,0,C,False,False,2,False,3,V,una,es,3,0.5,2,0.333333333333,0
D,I,0,F,S,0,0,0,V,False,False,3,False,6,C,planta,una,2,0.333333333333,3,0.5,1
N,C,F,S,0,0,0,0,V,False,False,6,False,9,V,aromática,planta,1,0.166666666667,4,0.666666666667,0
A,Q,0,F,S,0,0,0,V,False,True,9,False,0,N,1r03r03032,aromática,0,0.0,5,0.833333333333,4
D,A,0,M,S,0,0,0,C,True,False,2,False,5,C,motor,El,6,0.857142857143,0,0.0,1
N,C,M,S,0,0,0,0,C,False,False,5,True,7,C,levanta,motor,5,0.714285714286,1,0.142857142857,3
V,M,I,P,3,S,0,0,V,False,False,7,False,6,C,muchas,levanta,4,0.571428571429,2,0.285714285714,3
D,I,0,F,P,0,0,0,C,False,False,6,False,12,C,revoluciones,muchas,3,0.428571428571,3,0.428571428571,1
N,C,F,P,0,0,0,0,C,False,False,12,False,2,C,de,revoluciones,2,0.285714285714,4,0.571428571429,2
S,P,S,0,0,0,0,0,V,False,False,2,False,5,C,golpe,de,1,0.142857142857,5,0.714285714286,1
N,C,M,S,0,0,0,0,V,False,True,5,False,0,N,1r03r03032,golpe,0,0.0,6,0.857142857143,4
D,A,0,M,S,0,0,0,C,True,False,2,False,5,C,nieto,El,7,0.875,0,0.0,1
N,C,M,S,0,0,0,0,V,False,False,5,False,2,C,se,nieto,6,0.75,1,0.125,3
P,0,0,0,0,0,0,0,V,False,False,2,True,4,C,puso,se,5,0.625,2,0.25,1
V,M,I,S,3,S,0,0,V,False,False,4,False,2,C,la,puso,4,0.5,3,0.375,1
D,A,0,F,S,0,0,0,V,False,False,2,False,5,C,boina,la,3,0.375,4,0.5,1
N,C,F,S,0,0,0,0,V,False,False,5,False,3,C,con,boina,2,0.25,5,0.625,2
S,P,S,0,0,0,0,0,C,False,False,3,False,6,C,bronca,con,1,0.125,6,0.75,1
N,C,F,S,0,0,0,0,V,False,True,6,False,0,N,1r03r03032,bronca,0,0.0,7,0.875,4
D,A,0,M,S,0,0,0,C,True,False,2,False,7,C,partido,El,7,0.875,0,0.0,1
N,C,M,S,0,0,0,0,V,False,False,7,False,5,C,lucha,partido,6,0.75,1,0.125,3
N,C,F,S,0,0,0,0,V,False,False,5,False,6,C,contra,lucha,5,0.625,2,0.25,1
S,P,S,0,0,0,0,0,V,False,False,6,False,2,V,el,contra,4,0.5,3,0.375,0
D,A,0,M,S,0,0,0,C,False,False,2,False,7,V,estigma,el,3,0.375,4,0.5,0
N,C,M,S,0,0,0,0,V,False,False,7,False,3,C,del,estigma,2,0.25,5,0.625,2
S,P,S,0,0,0,0,0,C,False,False,3,False,6,C,fraude,del,1,0.125,6,0.75,1
N,C,M,S,0,0,0,0,V,False,True,6,False,0,N,1r03r03032,fraude,0,0.0,7,0.875,4
D,A,0,M,S,0,0,0,C,True,False,2,False,5,C,poeta,El,10,0.909090909091,0,0.0,1
N,C,M,S,0,0,0,0,V,False,False,5,True,7,V,escribe,poeta,9,0.818181818182,1,0.0909090909091,3
V,M,I,P,3,S,0,0,V,False,False,7,False,3,C,sus,escribe,8,0.727272727273,2,0.181818181818,1
D,P,3,C,P,0,0,0,C,False,False,3,False,6,C,versos,sus,7,0.636363636364,3,0.272727272727,1
N,C,M,P,0,0,0,0,C,False,False,6,False,1,V,a,versos,6,0.545454545455,4,0.363636363636,3
S,P,S,0,0,0,0,0,V,False,False,1,False,2,C,la,a,5,0.454545454545,5,0.454545454545,1
D,A,0,F,S,0,0,0,V,False,False,2,False,6,C,sombra,la,4,0.363636363636,6,0.545454545455,1
N,C,F,S,0,0,0,0,V,False,False,6,False,2,C,de,sombra,3,0.272727272727,7,0.636363636364,2
S,P,S,0,0,0,0,0,V,False,False,2,False,2,V,un,de,2,0.181818181818,8,0.727272727273,0
D,I,0,M,S,0,0,0,C,False,False,2,False,5,C,sauce,un,1,0.0909090909091,9,0.818181818182,1
N,C,M,S,0,0,0,0,V,False,True,5,False,0,N,1r03r03032,sauce,0,0.0,10,0.909090909091,4
D,A,0,M,S,0,0,0,C,True,False,2,False,6,C,precio,El,7,0.875,0,0.0,1
N,C,M,S,0,0,0,0,V,False,False,6,True,2,V,es,precio,6,0.75,1,0.125,3
V,S,I,P,3,S,0,0,C,False,False,2,False,2,V,un,es,5,0.625,2,0.25,0
D,I,0,M,S,0,0,0,C,False,False,2,False,6,C,factor,un,4,0.5,3,0.375,1
N,C,M,S,0,0,0,0,C,False,False,6,False,10,V,importante,factor,3,0.375,4,0.5,0
A,Q,0,C,S,0,0,0,V,False,False,10,False,2,C,de,importante,2,0.25,5,0.625,2
S,P,S,0,0,0,0,0,V,False,False,2,False,6,C,compra,de,1,0.125,6,0.75,1
N,C,F,S,0,0,0,0,V,False,True,6,False,0,N,1r03r03032,compra,0,0.0,7,0.875,4
D,A,0,M,S,0,0,0,C,True,False,2,False,7,C,premier,El,6,0.857142857143,0,0.0,1
N,C,C,S,0,0,0,0,C,False,False,7,False,4,C,ruso,premier,5,0.714285714286,1,0.142857142857,0
A,Q,0,M,S,0,0,0,V,False,False,4,True,8,V,advirtió,ruso,4,0.571428571429,2,0.285714285714,4
V,M,I,S,3,S,0,0,C,False,False,8,False,5,C,sobre,advirtió,3,0.428571428571,3,0.428571428571,2
S,P,S,0,0,0,0,0,V,False,False,5,False,2,C,la,sobre,2,0.285714285714,4,0.571428571429,1
D,A,0,F,S,0,0,0,V,False,False,2,False,7,C,censura,la,1,0.142857142857,5,0.714285714286,1
N,C,F,S,0,0,0,0,V,False,True,7,False,0,N,1r03r03032,censura,0,0.0,6,0.857142857143,4
D,A,0,M,S,0,0,0,C,True,False,2,False,10,C,presidente,El,6,0.857142857143,0,0.0,1
N,C,M,S,0,0,0,0,V,False,False,10,True,5,C,desea,presidente,5,0.714285714286,1,0.142857142857,3
V,M,I,P,3,S,0,0,V,False,False,5,True,11,V,inaugurarla,desea,4,0.571428571429,2,0.285714285714,0
V,M,N,0,0,0,0,0,V,False,False,11,False,5,V,antes,inaugurarla,3,0.428571428571,3,0.428571428571,4
S,P,S,0,0,0,0,0,C,False,False,5,False,2,C,de,antes,2,0.285714285714,4,0.571428571429,1
S,P,S,0,0,0,0,0,V,False,False,2,True,4,V,irse,de,1,0.142857142857,5,0.714285714286,0
V,M,N,0,0,0,0,0,V,False,True,4,False,0,N,1r03r03032,irse,0,0.0,6,0.857142857143,4
D,A,0,M,S,0,0,0,C,True,False,2,False,10,C,presidente,El,5,0.833333333333,0,0.0,1
N,C,M,S,0,0,0,0,V,False,False,10,False,2,C,la,presidente,4,0.666666666667,1,0.166666666667,3
P,P,3,F,S,A,0,0,V,False,False,2,True,5,C,llama,la,3,0.5,2,0.333333333333,1
V,M,I,P,3,S,0,0,V,False,False,5,False,8,C,tormenta,llama,2,0.333333333333,3,0.5,4
N,C,F,S,0,0,0,0,V,False,False,8,False,8,C,regional,tormenta,1,0.166666666667,4,0.666666666667,1
A,Q,0,C,S,0,0,0,C,False,True,8,False,0,N,1r03r03032,regional,0,0.0,5,0.833333333333,4
D,A,0,M,S,0,0,0,C,True,False,2,False,8,C,promedio,El,9,0.9,0,0.0,1
N,C,M,S,0,0,0,0,V,False,False,8,False,1,V,a,promedio,8,0.8,1,0.1,1
S,P,S,0,0,0,0,0,V,False,False,1,True,8,V,imprimir,a,7,0.7,2,0.2,0
V,M,N,0,0,0,0,0,C,False,False,8,True,2,V,es,imprimir,6,0.6,3,0.3,3
V,S,I,P,3,S,0,0,C,False,False,2,False,2,C,de,es,5,0.5,4,0.4,1
S,P,S,0,0,0,0,0,V,False,False,2,False,7,C,treinta,de,4,0.4,5,0.5,1
Z,d,0,0,0,0,0,0,V,False,False,7,False,8,C,millones,treinta,3,0.3,6,0.6,1
Z,d,0,0,0,0,0,0,C,False,False,8,False,3,C,por,millones,2,0.2,7,0.7,2
S,P,S,0,0,0,0,0,C,False,False,3,False,3,C,mes,por,1,0.1,8,0.8,1
N,C,M,S,0,0,0,0,C,False,True,3,False,0,N,1r03r03032,mes,0,0.0,9,0.9,4
D,A,0,M,S,0,0,0,C,True,False,2,False,8,C,proyecto,El,7,0.875,0,0.0,1
N,C,M,S,0,0,0,0,V,False,False,8,True,3,C,fue,proyecto,6,0.75,1,0.125,3
V,S,I,S,3,S,0,0,V,False,False,3,True,10,V,abandonado,fue,5,0.625,2,0.25,1
V,M,P,0,0,S,M,0,V,False,False,10,False,3,C,por,abandonado,4,0.5,3,0.375,1
S,P,S,0,0,0,0,0,C,False,False,3,False,6,C,tantas,por,3,0.375,4,0.5,4
D,I,0,F,P,0,0,0,C,False,False,6,False,6,C,trabas,tantas,2,0.25,5,0.625,1
N,C,F,P,0,0,0,0,C,False,False,6,False,12,C,burocráticas,trabas,1,0.125,6,0.75,1
A,Q,0,F,P,0,0,0,C,False,True,12,False,0,N,1r03r03032,burocráticas,0,0.0,7,0.875,4
D,A,0,M,S,0,0,0,C,True,False,2,False,5,C,reloj,El,11,0.916666666667,0,0.0,1
N,C,M,S,0,0,0,0,C,False,False,5,False,2,C,de,reloj,10,0.833333333333,1,0.0833333333333,1
S,P,S,0,0,0,0,0,V,False,False,2,False,2,C,la,de,9,0.75,2,0.166666666667,1
D,A,0,F,S,0,0,0,V,False,False,2,False,7,C,canción,la,8,0.666666666667,3,0.25,1
N,C,F,S,0,0,0,0,C,False,False,7,False,2,C,se,canción,7,0.583333333333,4,0.333333333333,3
P,0,0,0,0,0,0,0,V,False,False,2,True,6,C,yergue,se,6,0.5,5,0.416666666667,1
V,M,I,P,3,S,0,0,V,False,False,6,False,2,V,en,yergue,5,0.416666666667,6,0.5,1
S,P,S,0,0,0,0,0,C,False,False,2,False,2,V,el,en,4,0.333333333333,7,0.583333333333,0
D,A,0,M,S,0,0,0,C,False,False,2,False,6,C,centro,el,3,0.25,8,0.666666666667,1
N,C,M,S,0,0,0,0,V,False,False,6,False,3,C,del,centro,2,0.166666666667,9,0.75,1
S,P,S,0,0,0,0,0,C,False,False,3,False,7,C,mercado,del,1,0.0833333333333,10,0.833333333333,1
N,C,M,S,0,0,0,0,V,False,True,7,False,0,N,1r03r03032,mercado,0,0.0,11,0.916666666667,4
D,A,0,M,S,0,0,0,C,True,False,2,False,7,C,tractor,El,6,0.857142857143,0,0.0,1
N,C,M,S,0,0,0,0,C,False,False,7,False,2,C,se,tractor,5,0.714285714286,1,0.142857142857,4
P,0,0,0,0,0,0,0,V,False,False,2,True,8,V,incrustó,se,4,0.571428571429,2,0.285714285714,0
V,M,I,S,3,S,0,0,C,False,False,8,False,2,V,en,incrustó,3,0.428571428571,3,0.428571428571,1
S,P,S,0,0,0,0,0,C,False,False,2,False,2,V,el,en,2,0.285714285714,4,0.571428571429,0
D,A,0,M,S,0,0,0,C,False,False,2,False,6,C,puente,el,1,0.142857142857,5,0.714285714286,1
N,C,M,S,0,0,0,0,V,False,True,6,False,0,N,1r03r03032,puente,0,0.0,6,0.857142857143,4
D,A,0,M,S,0,0,0,C,True,False,2,False,8,C,traspaso,El,9,0.9,0,0.0,1
N,C,M,S,0,0,0,0,V,False,False,8,False,2,C,de,traspaso,8,0.8,1,0.1,1
S,P,S,0,0,0,0,0,V,False,False,2,False,7,C,marchas,de,7,0.7,2,0.2,1
N,C,F,P,0,0,0,0,C,False,False,7,True,2,V,es,marchas,6,0.6,3,0.3,3
V,S,I,P,3,S,0,0,C,False,False,2,False,5,C,mucho,es,5,0.5,4,0.4,1
R,G,0,0,0,0,0,0,V,False,False,5,False,3,C,más,mucho,4,0.4,5,0.5,1
R,G,0,0,0,0,0,0,C,False,False,3,False,5,C,suave,más,3,0.3,6,0.6,1
A,Q,0,C,S,0,0,0,V,False,False,5,False,1,C,y,suave,2,0.2,7,0.7,1
C,C,0,0,0,0,0,0,C,False,False,1,False,8,V,efectivo,y,1,0.1,8,0.8,0
A,Q,0,M,S,0,0,0,V,False,True,8,False,0,N,1r03r03032,efectivo,0,0.0,9,0.9,4
D,A,0,M,S,0,0,0,C,True,False,2,False,7,C,viernes,El,7,0.875,0,0.0,1
W,0,0,0,0,0,0,0,C,False,False,7,True,6,C,golpeó,viernes,6,0.75,1,0.125,3
V,M,I,S,3,S,0,0,C,False,False,6,False,1,V,a,golpeó,5,0.625,2,0.25,0
S,P,S,0,0,0,0,0,V,False,False,1,False,2,C,la,a,4,0.5,3,0.375,1
D,A,0,F,S,0,0,0,V,False,False,2,False,6,C,puerta,la,3,0.375,4,0.5,1
N,C,F,S,0,0,0,0,V,False,False,6,False,6,C,muchas,puerta,2,0.25,5,0.625,3
D,I,0,F,P,0,0,0,C,False,False,6,False,5,C,veces,muchas,1,0.125,6,0.75,1
N,C,F,P,0,0,0,0,C,False,True,5,False,0,N,1r03r03032,veces,0,0.0,7,0.875,4
D,A,0,M,S,0,0,0,C,True,False,2,False,5,C,virus,El,4,0.8,0,0.0,1
N,C,M,N,0,0,0,0,C,False,False,5,False,13,C,temporalmente,virus,3,0.6,1,0.2,4
R,G,0,0,0,0,0,0,V,False,False,13,False,2,C,se,temporalmente,2,0.4,2,0.4,3
P,0,0,0,0,0,0,0,V,False,False,2,True,7,C,detiene,se,1,0.2,3,0.6,1
V,M,I,P,3,S,0,0,V,False,True,7,False,0,N,1r03r03032,detiene,0,0.0,4,0.8,4
N,P,0,0,0,0,0,0,C,True,False,11,False,3,C,del,Empresarios,7,0.875,0,0.0,1
S,P,S,0,0,0,0,0,C,False,False,3,False,6,C,sector,del,6,0.75,1,0.125,1
N,C,M,S,0,0,0,0,C,False,False,6,True,12,C,reconocieron,sector,5,0.625,2,0.25,3
V,M,I,S,3,P,0,0,C,False,False,12,False,3,C,que,reconocieron,4,0.5,3,0.375,3
C,S,0,0,0,0,0,0,V,False,False,3,False,2,C,se,que,3,0.375,4,0.5,1
P,0,0,0,0,0,0,0,V,False,False,2,True,6,V,agrega,se,2,0.25,5,0.625,0
V,M,I,P,3,S,0,0,V,False,False,6,False,8,C,solvente,agrega,1,0.125,6,0.75,1
A,Q,0,C,S,0,0,0,V,False,True,8,False,0,N,1r03r03032,solvente,0,0.0,7,0.875,4
S,P,S,0,0,0,0,0,C,True,False,2,False,6,V,agosto,En,9,0.9,0,0.0,0
W,0,0,0,0,0,0,0,V,False,False,6,False,2,C,la,agosto,8,0.8,1,0.1,3
D,A,0,F,S,0,0,0,V,False,False,2,False,7,V,agencia,la,7,0.7,2,0.2,0
N,C,F,S,0,0,0,0,V,False,False,7,True,6,V,estimó,agencia,6,0.6,3,0.3,3
V,M,I,S,3,S,0,0,C,False,False,6,False,2,V,el,estimó,5,0.5,4,0.4,0
D,A,0,M,S,0,0,0,C,False,False,2,False,5,C,costo,el,4,0.4,5,0.5,1
N,C,M,S,0,0,0,0,V,False,False,5,False,2,V,en,costo,3,0.3,6,0.6,2
S,P,S,0,0,0,0,0,C,False,False,2,False,10,C,doscientos,en,2,0.2,7,0.7,1
Z,m,0,0,0,0,0,0,C,False,False,10,False,5,C,pesos,doscientos,1,0.1,8,0.8,1
Z,m,0,0,0,0,0,0,C,False,True,5,False,0,N,1r03r03032,pesos,0,0.0,9,0.9,4
S,P,S,0,0,0,0,0,C,True,False,2,False,3,C,día,En,8,0.888888888889,0,0.0,1
N,C,M,S,0,0,0,0,V,False,False,3,True,7,C,feriado,día,7,0.777777777778,1,0.111111111111,1
V,M,P,0,0,S,M,0,V,False,False,7,True,7,C,cierran,feriado,6,0.666666666667,2,0.222222222222,4
V,M,I,P,3,P,0,0,C,False,False,7,False,3,C,las,cierran,5,0.555555555556,3,0.333333333333,3
D,A,0,F,P,0,0,0,C,False,False,3,False,8,V,escuelas,las,4,0.444444444444,4,0.444444444444,0
N,C,F,P,0,0,0,0,C,False,False,8,False,1,C,y,escuelas,3,0.333333333333,5,0.555555555556,1
C,C,0,0,0,0,0,0,C,False,False,1,False,3,C,los,y,2,0.222222222222,6,0.666666666667,1
D,A,0,M,P,0,0,0,C,False,False,3,False,8,C,negocios,los,1,0.111111111111,7,0.777777777778,1
N,C,M,P,0,0,0,0,C,False,True,8,False,0,N,1r03r03032,negocios,0,0.0,8,0.888888888889,4
S,P,S,0,0,0,0,0,C,True,False,2,False,3,V,esa,En,5,0.833333333333,0,0.0,0
D,D,0,F,S,0,0,0,V,False,False,3,False,6,C,región,esa,4,0.666666666667,1,0.166666666667,1
N,C,F,S,0,0,0,0,C,False,False,6,True,4,C,hubo,región,3,0.5,2,0.333333333333,4
V,M,I,S,3,S,0,0,V,False,False,4,False,13,V,asentamientos,hubo,2,0.333333333333,3,0.5,0
N,C,M,P,0,0,0,0,C,False,False,13,False,13,C,prehispánicos,asentamientos,1,0.166666666667,4,0.666666666667,1
A,Q,0,M,P,0,0,0,C,False,True,13,False,0,N,1r03r03032,prehispánicos,0,0.0,5,0.833333333333,4
S,P,S,0,0,0,0,0,C,True,False,2,False,4,V,este,En,6,0.857142857143,0,0.0,0
D,D,0,M,S,0,0,0,V,False,False,4,False,8,C,segmento,este,5,0.714285714286,1,0.142857142857,1
N,C,M,S,0,0,0,0,V,False,False,8,False,3,C,las,segmento,4,0.571428571429,2,0.285714285714,3
D,A,0,F,P,0,0,0,C,False,False,3,False,6,C,cifras,las,3,0.428571428571,3,0.428571428571,0
N,C,F,P,0,0,0,0,C,False,False,6,True,3,C,son,cifras,2,0.285714285714,4,0.571428571429,4
V,S,I,P,3,P,0,0,C,False,False,3,False,11,C,categóricas,son,1,0.142857142857,5,0.714285714286,1
A,Q,0,F,P,0,0,0,C,False,True,11,False,0,N,1r03r03032,categóricas,0,0.0,6,0.857142857143,4
S,P,S,0,0,0,0,0,C,True,False,2,False,2,C,la,En,8,0.888888888889,0,0.0,1
D,A,0,F,S,0,0,0,V,False,False,2,False,6,C,mañana,la,7,0.777777777778,1,0.111111111111,1
N,C,F,S,0,0,0,0,V,False,False,6,False,4,C,todo,mañana,6,0.666666666667,2,0.222222222222,4
D,I,0,M,S,0,0,0,V,False,False,4,False,2,V,el,todo,5,0.555555555556,3,0.333333333333,0
D,A,0,M,S,0,0,0,C,False,False,2,False,5,C,mundo,el,4,0.444444444444,4,0.444444444444,1
N,C,M,S,0,0,0,0,V,False,False,5,True,4,V,anda,mundo,3,0.333333333333,5,0.555555555556,3
V,M,I,P,3,S,0,0,V,False,False,4,False,1,V,a,anda,2,0.222222222222,6,0.666666666667,0
S,P,S,0,0,0,0,0,V,False,False,1,False,3,C,pie,a,1,0.111111111111,7,0.777777777778,1
N,C,M,S,0,0,0,0,V,False,True,3,False,0,N,1r03r03032,pie,0,0.0,8,0.888888888889,4
S,P,S,0,0,0,0,0,C,True,False,2,False,2,C,la,En,9,0.9,0,0.0,1
D,A,0,F,S,0,0,0,V,False,False,2,False,8,C,terminal,la,8,0.8,1,0.1,1
N,C,C,S,0,0,0,0,C,False,False,8,False,2,C,de,terminal,7,0.7,2,0.2,2
S,P,S,0,0,0,0,0,V,False,False,2,False,7,C,ómnibus,de,6,0.6,3,0.3,0
N,C,M,N,0,0,0,0,C,False,False,7,False,2,C,se,ómnibus,5,0.5,4,0.4,4
P,0,0,0,0,0,0,0,V,False,False,2,True,6,C,venden,se,4,0.4,5,0.5,1
V,M,I,P,3,P,0,0,C,False,False,6,False,7,C,diarios,venden,3,0.3,6,0.6,1
N,C,M,P,0,0,0,0,C,False,False,7,False,1,C,y,diarios,2,0.2,7,0.7,2
C,C,0,0,0,0,0,0,C,False,False,1,False,8,C,revistas,y,1,0.1,8,0.8,1
N,C,F,P,0,0,0,0,C,False,True,8,False,0,N,1r03r03032,revistas,0,0.0,9,0.9,4
S,P,S,0,0,0,0,0,C,True,False,2,False,2,C,su,En,5,0.833333333333,0,0.0,1
D,P,3,C,S,0,0,0,V,False,False,2,False,7,C,hábitat,su,4,0.666666666667,1,0.166666666667,0
N,C,M,S,0,0,0,0,C,False,False,7,True,6,C,gruñir,hábitat,3,0.5,2,0.333333333333,3
V,M,N,0,0,0,0,0,C,False,False,6,True,2,V,es,gruñir,2,0.333333333333,3,0.5,4
V,S,I,P,3,S,0,0,C,False,False,2,False,5,C,común,es,1,0.166666666667,4,0.666666666667,1
A,Q,0,C,S,0,0,0,C,False,True,5,False,0,N,1r03r03032,común,0,0.0,5,0.833333333333,4
S,P,S,0,0,0,0,0,V,True,False,5,False,3,C,los,Entre,6,0.857142857143,0,0.0,1
D,A,0,M,P,0,0,0,C,False,False,3,False,8,V,ejemplos,los,5,0.714285714286,1,0.142857142857,0
N,C,M,P,0,0,0,0,C,False,False,8,True,7,C,citamos,ejemplos,4,0.571428571429,2,0.285714285714,3
V,M,I,P,1,P,0,0,C,False,False,7,False,2,V,el,citamos,3,0.428571428571,3,0.428571428571,1
D,A,0,M,S,0,0,0,C,False,False,2,False,4,C,caso,el,2,0.285714285714,4,0.571428571429,1
N,C,M,S,0,0,0,0,V,False,False,4,False,7,V,español,caso,1,0.142857142857,5,0.714285714286,0
A,Q,0,M,S,0,0,0,C,False,True,7,False,0,N,1r03r03032,español,0,0.0,6,0.857142857143,4
V,S,I,P,3,S,0,0,C,True,False,2,False,5,C,joven,Es,7,0.875,0,0.0,1
A,Q,0,C,S,0,0,0,C,False,False,5,False,1,C,y,joven,6,0.75,1,0.125,4
C,C,0,0,0,0,0,0,C,False,False,1,False,3,C,sin,y,5,0.625,2,0.25,1
S,P,S,0,0,0,0,0,C,False,False,3,False,7,V,embargo,sin,4,0.5,3,0.375,0
N,C,M,S,0,0,0,0,V,False,False,7,False,2,C,no,embargo,3,0.375,4,0.5,4
R,N,0,0,0,0,0,0,V,False,False,2,True,2,V,es,no,2,0.25,5,0.625,0
V,S,I,P,3,S,0,0,C,False,False,2,False,5,C,felíz,es,1,0.125,6,0.75,1
A,Q,0,C,S,0,0,0,C,False,True,5,False,0,N,1r03r03032,felíz,0,0.0,7,0.875,4
V,S,I,P,3,S,0,0,C,True,False,2,False,3,V,una,Es,9,0.9,0,0.0,0
D,I,0,F,S,0,0,0,V,False,False,3,False,4,C,guía,una,8,0.8,1,0.1,1
N,C,C,S,0,0,0,0,V,False,False,4,False,4,C,para,guía,7,0.7,2,0.2,2
S,P,S,0,0,0,0,0,V,False,False,4,True,5,C,saber,para,6,0.6,3,0.3,1
V,M,N,0,0,0,0,0,C,False,False,5,False,3,C,qué,saber,5,0.5,4,0.4,4
P,T,0,C,N,0,0,0,C,False,False,3,True,5,C,hacer,qué,4,0.4,5,0.5,0
V,M,N,0,0,0,0,0,C,False,False,5,False,1,C,y,hacer,3,0.3,6,0.6,4
C,C,0,0,0,0,0,0,C,False,False,1,False,6,C,porqué,y,2,0.2,7,0.7,1
N,C,M,S,0,0,0,0,C,False,False,6,True,7,C,hacerlo,porqué,1,0.1,8,0.8,0
V,M,N,0,0,0,0,0,V,False,True,7,False,0,N,1r03r03032,hacerlo,0,0.0,9,0.9,4
D,D,0,F,P,0,0,0,C,True,False,4,False,11,C,variaciones,Esas,5,0.833333333333,0,0.0,1
N,C,F,P,0,0,0,0,C,False,False,11,False,2,C,no,variaciones,4,0.666666666667,1,0.166666666667,3
R,N,0,0,0,0,0,0,V,False,False,2,False,2,C,se,no,3,0.5,2,0.333333333333,1
P,0,0,0,0,0,0,0,V,False,False,2,True,8,C,detectan,se,2,0.333333333333,3,0.5,1
V,M,I,P,3,P,0,0,C,False,False,8,False,10,C,fácilmente,detectan,1,0.166666666667,4,0.666666666667,2
R,G,0,0,0,0,0,0,V,False,True,10,False,0,N,1r03r03032,fácilmente,0,0.0,5,0.833333333333,4
D,D,0,M,P,0,0,0,C,True,False,4,False,6,C,países,Esos,5,0.833333333333,0,0.0,1
N,C,M,P,0,0,0,0,C,False,False,6,True,5,C,deben,países,4,0.666666666667,1,0.166666666667,3
V,M,I,P,3,P,0,0,C,False,False,5,True,10,C,reembolsar,deben,3,0.5,2,0.333333333333,1
V,M,N,0,0,0,0,0,C,False,False,10,False,2,C,la,reembolsar,2,0.333333333333,3,0.5,1
D,A,0,F,S,0,0,0,V,False,False,2,False,5,C,deuda,la,1,0.166666666667,4,0.666666666667,1
N,C,F,S,0,0,0,0,V,False,True,5,False,0,N,1r03r03032,deuda,0,0.0,5,0.833333333333,4
D,D,0,M,P,0,0,0,C,True,False,5,False,8,C,camiones,Estos,5,0.833333333333,0,0.0,1
N,C,M,P,0,0,0,0,C,False,False,8,True,10,V,intentaron,camiones,4,0.666666666667,1,0.166666666667,3
V,M,I,S,3,P,0,0,C,False,False,10,True,5,C,pasar,intentaron,3,0.5,2,0.333333333333,1
